,Correlations,Quantity,Name,Centrality,Length
2,0.2557372739648404,Density,Curve 109,linear,Length 300
0,0.11469712889626545,Torsion,Curve 110,max,Length 300
1,-0.09284004202311533,Curvature,Curve 110,max,Length 300
2,-0.12771228405540075,Density,Curve 110,max,Length 300
0,0.048732093124048935,Torsion,Curve 110,linear,Length 300
1,-0.0673812024861189,Curvature,Curve 110,linear,Length 300
2,-0.1896288181883307,Density,Curve 110,linear,Length 300
0,0.03125126670164855,Torsion,Curve 111,max,Length 300
1,-0.03764639414198677,Curvature,Curve 111,max,Length 300
2,0.1439892003186687,Density,Curve 111,max,Length 300
0,-0.026783927271737434,Torsion,Curve 111,linear,Length 300
1,-0.04091745329386178,Curvature,Curve 111,linear,Length 300
2,-0.04241616280741459,Density,Curve 111,linear,Length 300
0,0.03973052123330041,Torsion,Curve 112,max,Length 300
1,-0.15564006289281945,Curvature,Curve 112,max,Length 300
2,0.20000750193225927,Density,Curve 112,max,Length 300
0,0.017778913124932714,Torsion,Curve 112,linear,Length 300
1,-0.06077089944640776,Curvature,Curve 112,linear,Length 300
2,-0.07992432956690065,Density,Curve 112,linear,Length 300
0,0.10404293204510114,Torsion,Curve 113,max,Length 300
1,-0.0803580624232123,Curvature,Curve 113,max,Length 300
2,0.08928298878323575,Density,Curve 113,max,Length 300
0,-0.01823474904212746,Torsion,Curve 113,linear,Length 300
1,-0.031188340557153624,Curvature,Curve 113,linear,Length 300
2,-0.24639485013891524,Density,Curve 113,linear,Length 300
0,0.032576900588689894,Torsion,Curve 114,max,Length 300
1,-0.07881244539981194,Curvature,Curve 114,max,Length 300
2,0.36780929183677136,Density,Curve 114,max,Length 300
0,0.0469431833511223,Torsion,Curve 114,linear,Length 300
1,-0.06787076739431684,Curvature,Curve 114,linear,Length 300
2,0.2526589819853249,Density,Curve 114,linear,Length 300
0,-0.03160880218690421,Torsion,Curve 115,max,Length 300
1,-0.024315600711204755,Curvature,Curve 115,max,Length 300
2,0.435645744593037,Density,Curve 115,max,Length 300
0,-0.06305962502645554,Torsion,Curve 115,linear,Length 300
1,-0.03450733950030609,Curvature,Curve 115,linear,Length 300
2,0.16155874159365574,Density,Curve 115,linear,Length 300
0,0.1414960141414286,Torsion,Curve 116,max,Length 300
1,-0.20145628563989265,Curvature,Curve 116,max,Length 300
2,0.0409128296895132,Density,Curve 116,max,Length 300
0,0.08221254454315217,Torsion,Curve 116,linear,Length 300
1,-0.147369346605413,Curvature,Curve 116,linear,Length 300
2,0.1427336503490144,Density,Curve 116,linear,Length 300
0,-0.011397663802878164,Torsion,Curve 117,max,Length 300
1,-0.2344769115032648,Curvature,Curve 117,max,Length 300
2,-0.07740021647364254,Density,Curve 117,max,Length 300
0,-0.005880085613529425,Torsion,Curve 117,linear,Length 300
1,-0.07024764024046368,Curvature,Curve 117,linear,Length 300
2,-0.4900142030425751,Density,Curve 117,linear,Length 300
0,-0.03872165144895986,Torsion,Curve 118,max,Length 300
1,-0.18897520281039715,Curvature,Curve 118,max,Length 300
2,0.1200680518545755,Density,Curve 118,max,Length 300
0,0.00893892609088089,Torsion,Curve 118,linear,Length 300
1,-0.12695930594293015,Curvature,Curve 118,linear,Length 300
2,0.047920256573456374,Density,Curve 118,linear,Length 300
0,0.10275442542364041,Torsion,Curve 119,max,Length 300
1,0.0264411640513871,Curvature,Curve 119,max,Length 300
2,0.1747388321756752,Density,Curve 119,max,Length 300
0,0.1646922009324509,Torsion,Curve 119,linear,Length 300
1,-0.02635670723986995,Curvature,Curve 119,linear,Length 300
2,-0.4325538608400835,Density,Curve 119,linear,Length 300
0,0.07621303933388927,Torsion,Curve 120,max,Length 300
1,-0.17314585002184182,Curvature,Curve 120,max,Length 300
2,0.0664797390420401,Density,Curve 120,max,Length 300
0,0.05636406101858852,Torsion,Curve 120,linear,Length 300
1,-0.09401748510916948,Curvature,Curve 120,linear,Length 300
2,-0.12734224104618788,Density,Curve 120,linear,Length 300
0,0.08676016398067032,Torsion,Curve 121,max,Length 300
1,-0.13865593459380793,Curvature,Curve 121,max,Length 300
2,0.13684008403408374,Density,Curve 121,max,Length 300
0,0.004941563846382811,Torsion,Curve 121,linear,Length 300
1,-0.0370087025549207,Curvature,Curve 121,linear,Length 300
2,-0.06276481487880026,Density,Curve 121,linear,Length 300
0,0.023895360628681254,Torsion,Curve 122,max,Length 300
1,-0.12843066600364614,Curvature,Curve 122,max,Length 300
2,0.17396104500323065,Density,Curve 122,max,Length 300
0,-0.03862597097290324,Torsion,Curve 122,linear,Length 300
1,0.04125753172935128,Curvature,Curve 122,linear,Length 300
2,-0.07076653471698942,Density,Curve 122,linear,Length 300
0,0.13627216797775327,Torsion,Curve 123,max,Length 300
1,-0.04514485689344591,Curvature,Curve 123,max,Length 300
2,0.19500873375181457,Density,Curve 123,max,Length 300
0,-0.003935162582845007,Torsion,Curve 123,linear,Length 300
1,-0.0339831097954536,Curvature,Curve 123,linear,Length 300
2,-0.1792094952523742,Density,Curve 123,linear,Length 300
0,0.018612851047295983,Torsion,Curve 124,max,Length 300
1,-0.1513905020344152,Curvature,Curve 124,max,Length 300
2,-0.0430700510658292,Density,Curve 124,max,Length 300
0,0.05324448628517626,Torsion,Curve 124,linear,Length 300
1,-0.05935966629437839,Curvature,Curve 124,linear,Length 300
2,-0.24752946670968884,Density,Curve 124,linear,Length 300
0,0.1146923095133625,Torsion,Curve 125,max,Length 300
1,-0.040070240443816706,Curvature,Curve 125,max,Length 300
2,0.3810382855566565,Density,Curve 125,max,Length 300
0,0.039821083170491975,Torsion,Curve 125,linear,Length 300
1,-0.012063474819007653,Curvature,Curve 125,linear,Length 300
2,0.1581883798941966,Density,Curve 125,linear,Length 300
0,0.11623925170776314,Torsion,Curve 126,max,Length 300
1,-0.10873456147704996,Curvature,Curve 126,max,Length 300
2,0.11399691687660032,Density,Curve 126,max,Length 300
0,0.060953937953004717,Torsion,Curve 126,linear,Length 300
1,-0.09191199369558337,Curvature,Curve 126,linear,Length 300
2,-0.03656217094575204,Density,Curve 126,linear,Length 300
0,0.1157997071249083,Torsion,Curve 127,max,Length 300
1,-0.028940234966253524,Curvature,Curve 127,max,Length 300
2,-0.08638920478143887,Density,Curve 127,max,Length 300
0,0.06425854391759249,Torsion,Curve 127,linear,Length 300
1,0.050839004671483654,Curvature,Curve 127,linear,Length 300
2,-0.08935126062063671,Density,Curve 127,linear,Length 300
0,0.0598992230692667,Torsion,Curve 128,max,Length 300
1,-0.2208950129061524,Curvature,Curve 128,max,Length 300
2,0.01429086815417427,Density,Curve 128,max,Length 300
0,0.026255703536389237,Torsion,Curve 128,linear,Length 300
1,-0.12317597180008695,Curvature,Curve 128,linear,Length 300
2,-0.1300344466898743,Density,Curve 128,linear,Length 300
0,0.0452921487455799,Torsion,Curve 129,max,Length 300
1,-0.15590469447411326,Curvature,Curve 129,max,Length 300
2,0.0039365105055991015,Density,Curve 129,max,Length 300
0,0.02428352467310699,Torsion,Curve 129,linear,Length 300
1,-0.22592227322180827,Curvature,Curve 129,linear,Length 300
2,-0.14688010066564366,Density,Curve 129,linear,Length 300
0,0.13908624758408214,Torsion,Curve 130,max,Length 300
1,-0.14383537836237956,Curvature,Curve 130,max,Length 300
2,0.07364492489247419,Density,Curve 130,max,Length 300
0,0.15534091354011886,Torsion,Curve 130,linear,Length 300
1,-0.13017735979668643,Curvature,Curve 130,linear,Length 300
2,-0.08813393437619722,Density,Curve 130,linear,Length 300
0,0.09789102621950019,Torsion,Curve 131,max,Length 300
1,0.0129306208500844,Curvature,Curve 131,max,Length 300
2,0.07033717270936204,Density,Curve 131,max,Length 300
0,0.07233925732250329,Torsion,Curve 131,linear,Length 300
1,-0.003622298315622726,Curvature,Curve 131,linear,Length 300
2,-0.169817938344738,Density,Curve 131,linear,Length 300
0,0.07155427196590605,Torsion,Curve 132,max,Length 300
1,-0.08454985986808324,Curvature,Curve 132,max,Length 300
2,0.18022492593849718,Density,Curve 132,max,Length 300
0,0.024649415186689793,Torsion,Curve 132,linear,Length 300
1,-0.04034260867926028,Curvature,Curve 132,linear,Length 300
2,-0.011310423198523063,Density,Curve 132,linear,Length 300
0,0.06071337357010623,Torsion,Curve 133,max,Length 300
1,-0.10532383210012751,Curvature,Curve 133,max,Length 300
2,0.2415278657535066,Density,Curve 133,max,Length 300
0,-0.0402256878215765,Torsion,Curve 133,linear,Length 300
1,-0.06500835023755164,Curvature,Curve 133,linear,Length 300
2,0.022560799894618143,Density,Curve 133,linear,Length 300
0,0.11490327537123365,Torsion,Curve 134,max,Length 300
1,-0.1311557715497633,Curvature,Curve 134,max,Length 300
2,0.1376108514114918,Density,Curve 134,max,Length 300
0,0.035043556303417225,Torsion,Curve 134,linear,Length 300
1,-0.0684345460755444,Curvature,Curve 134,linear,Length 300
2,0.005463396409871835,Density,Curve 134,linear,Length 300
0,-0.08711889953825123,Torsion,Curve 135,max,Length 300
1,0.0013112924707294167,Curvature,Curve 135,max,Length 300
2,0.32625792296583994,Density,Curve 135,max,Length 300
0,0.002313061531714773,Torsion,Curve 135,linear,Length 300
1,-0.014550933694151091,Curvature,Curve 135,linear,Length 300
2,-0.06075926365475013,Density,Curve 135,linear,Length 300
0,0.07323724009139297,Torsion,Curve 136,max,Length 300
1,-0.13533678728010265,Curvature,Curve 136,max,Length 300
2,0.00762285486797151,Density,Curve 136,max,Length 300
0,-0.02348222672770478,Torsion,Curve 136,linear,Length 300
1,-0.10814533182116713,Curvature,Curve 136,linear,Length 300
2,-0.20034062814625922,Density,Curve 136,linear,Length 300
0,0.06562436478712351,Torsion,Curve 137,max,Length 300
1,-0.05812717368983186,Curvature,Curve 137,max,Length 300
2,0.14270312326864143,Density,Curve 137,max,Length 300
0,-0.02178050337162425,Torsion,Curve 137,linear,Length 300
1,-0.009224934481509826,Curvature,Curve 137,linear,Length 300
2,0.1703306682762155,Density,Curve 137,linear,Length 300
0,0.10475668587818578,Torsion,Curve 138,max,Length 300
1,-0.07510818051029387,Curvature,Curve 138,max,Length 300
2,-0.047765206578055684,Density,Curve 138,max,Length 300
0,0.12554548623716977,Torsion,Curve 138,linear,Length 300
1,-0.09824213451588731,Curvature,Curve 138,linear,Length 300
2,-0.25584643011465485,Density,Curve 138,linear,Length 300
0,-0.15152203467890557,Torsion,Curve 139,max,Length 300
1,-0.12892022219531582,Curvature,Curve 139,max,Length 300
2,0.33396926383401054,Density,Curve 139,max,Length 300
0,-0.061015854990303035,Torsion,Curve 139,linear,Length 300
1,-0.05237034195180184,Curvature,Curve 139,linear,Length 300
2,0.12759559882467372,Density,Curve 139,linear,Length 300
0,0.06067020552440134,Torsion,Curve 140,max,Length 300
1,-0.1822503453252492,Curvature,Curve 140,max,Length 300
2,0.0416260718522143,Density,Curve 140,max,Length 300
0,-0.008115818104403275,Torsion,Curve 140,linear,Length 300
1,-0.075701451906386,Curvature,Curve 140,linear,Length 300
2,-0.17920630473386132,Density,Curve 140,linear,Length 300
0,0.003924600653320404,Torsion,Curve 141,max,Length 300
1,-0.09243266075052797,Curvature,Curve 141,max,Length 300
2,0.3846960215031948,Density,Curve 141,max,Length 300
0,-0.035180616373796256,Torsion,Curve 141,linear,Length 300
1,-0.08271411973171837,Curvature,Curve 141,linear,Length 300
2,0.09847640326430261,Density,Curve 141,linear,Length 300
0,0.06020642230522072,Torsion,Curve 142,max,Length 300
1,-0.16580456429917453,Curvature,Curve 142,max,Length 300
2,0.3844512775005275,Density,Curve 142,max,Length 300
0,-0.010778395819454719,Torsion,Curve 142,linear,Length 300
1,-0.05614003804767845,Curvature,Curve 142,linear,Length 300
2,0.12262401814493391,Density,Curve 142,linear,Length 300
0,0.007394847176222468,Torsion,Curve 143,max,Length 300
1,-0.1418945464649031,Curvature,Curve 143,max,Length 300
2,0.25081803152472654,Density,Curve 143,max,Length 300
0,-0.019014836443787583,Torsion,Curve 143,linear,Length 300
1,-0.04944539632410875,Curvature,Curve 143,linear,Length 300
2,0.07306065531853823,Density,Curve 143,linear,Length 300
0,0.023389725126717432,Torsion,Curve 144,max,Length 300
1,-0.08339454549414789,Curvature,Curve 144,max,Length 300
2,0.0553844549684121,Density,Curve 144,max,Length 300
0,0.03811650481157544,Torsion,Curve 144,linear,Length 300
1,0.011014390285353174,Curvature,Curve 144,linear,Length 300
2,-0.33529437475407764,Density,Curve 144,linear,Length 300
0,0.0062103950488594075,Torsion,Curve 145,max,Length 300
1,-0.13986533049138603,Curvature,Curve 145,max,Length 300
2,0.16376719734696515,Density,Curve 145,max,Length 300
0,-0.07873355128515766,Torsion,Curve 145,linear,Length 300
1,-0.041829615409759435,Curvature,Curve 145,linear,Length 300
2,-0.002485114542089,Density,Curve 145,linear,Length 300
0,0.1610108895283909,Torsion,Curve 146,max,Length 300
1,-0.16405892673489697,Curvature,Curve 146,max,Length 300
2,-0.04307078993004418,Density,Curve 146,max,Length 300
0,-0.01039280085925786,Torsion,Curve 146,linear,Length 300
1,-0.08507438654837408,Curvature,Curve 146,linear,Length 300
2,0.029027441420548476,Density,Curve 146,linear,Length 300
0,0.1762920686013868,Torsion,Curve 147,max,Length 300
1,-0.14721127760796693,Curvature,Curve 147,max,Length 300
2,0.1589841315909254,Density,Curve 147,max,Length 300
0,0.09372204912546682,Torsion,Curve 147,linear,Length 300
1,-0.017573175847235,Curvature,Curve 147,linear,Length 300
2,0.13564335202790828,Density,Curve 147,linear,Length 300
0,0.043474652304642786,Torsion,Curve 148,max,Length 300
1,-0.20267706002907296,Curvature,Curve 148,max,Length 300
2,-0.018682820859890256,Density,Curve 148,max,Length 300
0,0.03283826241015034,Torsion,Curve 148,linear,Length 300
1,-0.19660329164104903,Curvature,Curve 148,linear,Length 300
2,-0.1715943301695086,Density,Curve 148,linear,Length 300
0,0.0016447606770555031,Torsion,Curve 149,max,Length 300
1,-0.07613235889293272,Curvature,Curve 149,max,Length 300
2,0.14684205133920372,Density,Curve 149,max,Length 300
0,-0.03229721393977732,Torsion,Curve 149,linear,Length 300
1,-0.0017552629468414712,Curvature,Curve 149,linear,Length 300
2,-0.07980283398748222,Density,Curve 149,linear,Length 300
0,-0.03008204563024397,Torsion,Curve 150,max,Length 300
1,-0.11633097660066469,Curvature,Curve 150,max,Length 300
2,0.36752517983293004,Density,Curve 150,max,Length 300
0,-0.059649995999188736,Torsion,Curve 150,linear,Length 300
1,0.005237388232488711,Curvature,Curve 150,linear,Length 300
2,0.0786378313280366,Density,Curve 150,linear,Length 300
0,0.047648962652313824,Torsion,Curve 151,max,Length 300
1,-0.16308831132953622,Curvature,Curve 151,max,Length 300
2,-0.1363591935661905,Density,Curve 151,max,Length 300
0,-0.014360190110601443,Torsion,Curve 151,linear,Length 300
1,-0.009188317145537412,Curvature,Curve 151,linear,Length 300
2,-0.25186270220861723,Density,Curve 151,linear,Length 300
0,0.08485343853203457,Torsion,Curve 152,max,Length 300
1,-0.16030564407608372,Curvature,Curve 152,max,Length 300
2,0.03045613636723059,Density,Curve 152,max,Length 300
0,-0.05106432021852257,Torsion,Curve 152,linear,Length 300
1,-0.10255284560085036,Curvature,Curve 152,linear,Length 300
2,-0.2533495177639024,Density,Curve 152,linear,Length 300
0,0.034672238410753904,Torsion,Curve 153,max,Length 300
1,-0.03432996830813635,Curvature,Curve 153,max,Length 300
2,0.3105143669062045,Density,Curve 153,max,Length 300
0,0.030324418165839973,Torsion,Curve 153,linear,Length 300
1,-0.04478597355290483,Curvature,Curve 153,linear,Length 300
2,0.21610328056394695,Density,Curve 153,linear,Length 300
0,0.022572851014687575,Torsion,Curve 154,max,Length 300
1,-0.17407677510782055,Curvature,Curve 154,max,Length 300
2,0.369020407061821,Density,Curve 154,max,Length 300
0,0.09255726951212041,Torsion,Curve 154,linear,Length 300
1,-0.08698434951164379,Curvature,Curve 154,linear,Length 300
2,0.22242956564575392,Density,Curve 154,linear,Length 300
0,0.06746062736519597,Torsion,Curve 155,max,Length 300
1,-0.13404951203536533,Curvature,Curve 155,max,Length 300
2,0.23390500261572464,Density,Curve 155,max,Length 300
0,0.004394190691690333,Torsion,Curve 155,linear,Length 300
1,-0.039467772105186844,Curvature,Curve 155,linear,Length 300
2,-0.057143621279266935,Density,Curve 155,linear,Length 300
0,0.08161898395106157,Torsion,Curve 156,max,Length 300
1,0.06282007725499544,Curvature,Curve 156,max,Length 300
2,0.2930040581292552,Density,Curve 156,max,Length 300
0,0.13249206363932345,Torsion,Curve 156,linear,Length 300
1,0.0773277887273097,Curvature,Curve 156,linear,Length 300
2,-0.16592979980716793,Density,Curve 156,linear,Length 300
0,0.0855477429459894,Torsion,Curve 157,max,Length 300
1,-0.040722995230221964,Curvature,Curve 157,max,Length 300
2,0.08773730459262533,Density,Curve 157,max,Length 300
0,0.04090980718866085,Torsion,Curve 157,linear,Length 300
1,-0.07441042464846195,Curvature,Curve 157,linear,Length 300
2,0.03893403872426823,Density,Curve 157,linear,Length 300
0,0.11694545685803222,Torsion,Curve 158,max,Length 300
1,-0.17122328700746256,Curvature,Curve 158,max,Length 300
2,-0.06797316381126581,Density,Curve 158,max,Length 300
0,0.1150141934410295,Torsion,Curve 158,linear,Length 300
1,-0.17149657879247615,Curvature,Curve 158,linear,Length 300
2,-0.284161267633953,Density,Curve 158,linear,Length 300
0,-0.037402869396001834,Torsion,Curve 159,max,Length 300
1,-0.05209065487858547,Curvature,Curve 159,max,Length 300
2,0.2597402925709678,Density,Curve 159,max,Length 300
0,-0.019419337209986468,Torsion,Curve 159,linear,Length 300
1,-0.024641428344062265,Curvature,Curve 159,linear,Length 300
2,0.12598605316404668,Density,Curve 159,linear,Length 300
0,0.19385760204982438,Torsion,Curve 160,max,Length 300
1,-0.017252157530013027,Curvature,Curve 160,max,Length 300
2,0.12381475576166383,Density,Curve 160,max,Length 300
0,0.2429875217910791,Torsion,Curve 160,linear,Length 300
1,-0.025231841974863452,Curvature,Curve 160,linear,Length 300
2,-0.06914840871628439,Density,Curve 160,linear,Length 300
0,0.20474430734253415,Torsion,Curve 161,max,Length 300
1,-0.18321855458962422,Curvature,Curve 161,max,Length 300
2,-0.008243459251816604,Density,Curve 161,max,Length 300
0,0.2097997995300813,Torsion,Curve 161,linear,Length 300
1,-0.09584365962043712,Curvature,Curve 161,linear,Length 300
